RGIId,GLIMSId,BgnDate,EndDate,CenLon,CenLat,O1Region,O2Region,Area,Zmin,Zmax,Zmed,Slope,Aspect,Lmax,Status,Connect,Form,TermType,Surging,Linkages,Name
RGI60-11.02477,G010518E46147N,20030799,20030999,  10.517900000,  46.147400000,11, 1,         6.045, 2818, 3448, 3144, 10.7, 147,  3891, 0, 0, 0, 0, 9, 9,
RGI60-11.02478,G008022E46164N,20030799,20030999,   8.021750000,  46.164000000,11, 1,         0.177, 2859, 3174, 3005, 28.0, 107,   532, 0, 0, 0, 0, 9, 9,
RGI60-11.02479,G010518E46160N,20030799,20030999,  10.517500000,  46.160400000,11, 1,         0.014, 3328, 3378, 3363, 19.5,  80,   160, 0, 0, 0, 0, 9, 9,
RGI60-11.02480,G010492E46159N,20030799,20030999,  10.491600000,  46.159200000,11, 1,         0.046, 2942, 3080, 2985, 26.2, 301,   215, 0, 0, 0, 0, 9, 9,
RGI60-11.02481,G010865E46154N,20030799,20030999,  10.864700000,  46.153800000,11, 1,         0.071, 2651, 2859, 2745, 30.8, 298,   433, 0, 0, 0, 0, 9, 9,
RGI60-11.02482,G007994E46163N,20030799,20030999,   7.993990000,  46.163200000,11, 1,         0.092, 3458, 3722, 3566, 32.7, 251,   352, 0, 0, 0, 0, 9, 9,
RGI60-11.02483,G007742E46156N,20030799,20030999,   7.742090000,  46.156100000,11, 1,         0.741, 2760, 3411, 3108, 23.6,  40,  1686, 0, 0, 0, 0, 9, 9,
RGI60-11.02484,G010485E46155N,20030799,20030999,  10.484900000,  46.154900000,11, 1,         0.491, 2709, 3125, 2860, 26.9, 307,   771, 0, 0, 0, 0, 9, 9,
RGI60-11.02485,G010871E46151N,20030799,20030999,  10.871300000,  46.151300000,11, 1,         0.045, 2778, 2945, 2860, 30.9, 200,   359, 0, 0, 0, 0, 9, 9,
RGI60-11.02486,G010598E46152N,20030799,20030999,  10.598400000,  46.151800000,11, 1,         0.549, 2670, 3194, 2889, 27.9,  34,   926, 0, 0, 0, 0, 9, 9,
RGI60-11.02487,G007982E46163N,20030799,20030999,   7.982460000,  46.162700000,11, 1,         0.015, 3400, 3414, 3409, 11.2, 179,    79, 0, 0, 0, 0, 9, 9,
RGI60-11.02488,G008016E46158N,20030799,20030999,   8.016080000,  46.158200000,11, 1,         0.578, 2571, 3687, 3073, 30.4, 113,  1890, 0, 0, 0, 0, 9, 9,
RGI60-11.02489,G010861E46151N,20030799,20030999,  10.861100000,  46.150500000,11, 1,         0.165, 2608, 2863, 2712, 26.3, 303,   589, 0, 0, 0, 0, 9, 9,
RGI60-11.02490,G007696E46130N,20030799,20030999,   7.695950000,  46.129600000,11, 1,         5.235, 2255, 4116, 3376, 18.6, 339,  5885, 0, 0, 0, 0, 9, 9,
RGI60-11.02491,G010497E46156N,20030799,20030999,  10.496900000,  46.155600000,11, 1,         0.013, 3452, 3501, 3483, 26.0, 330,    75, 0, 0, 0, 0, 9, 9,
RGI60-11.02492,G007731E46157N,20030799,20030999,   7.731440000,  46.157300000,11, 1,         0.022, 3455, 3536, 3493, 19.4, 286,   215, 0, 0, 0, 0, 9, 9,
RGI60-11.02493,G008006E46160N,20030799,20030999,   8.006400000,  46.159500000,11, 1,         0.023, 3502, 3653, 3600, 45.8,  85,   168, 0, 0, 0, 0, 9, 9,
RGI60-11.02494,G007722E46156N,20030799,20030999,   7.721750000,  46.156200000,11, 1,         0.025, 3127, 3189, 3151, 23.3, 347,   230, 0, 0, 0, 0, 9, 9,
RGI60-11.02495,G007860E46129N,20030799,20030999,   7.859780000,  46.128900000,11, 1,         7.616, 2090, 4227, 3469, 18.9, 336,  6089, 0, 0, 0, 0, 9, 9,
RGI60-11.02496,G007878E46147N,20030799,20030999,   7.878070000,  46.146800000,11, 1,         1.743, 2606, 3741, 3320, 26.6,  11,  2440, 0, 0, 0, 0, 9, 9,
RGI60-11.02497,G006923E46143N,20030799,20030999,   6.922650000,  46.142600000,11, 1,         0.077, 1921, 2379, 2155, 56.9,  34,   329, 0, 0, 0, 0, 9, 9,
RGI60-11.02498,G007732E46154N,20030799,20030999,   7.731560000,  46.154300000,11, 1,         0.031, 3407, 3499, 3444, 28.0, 233,   146, 0, 0, 0, 0, 9, 9,
RGI60-11.02499,G007888E46154N,20030799,20030999,   7.887800000,  46.153500000,11, 1,         0.263, 2762, 3599, 2898, 33.4, 340,   665, 0, 0, 0, 0, 9, 9,
RGI60-11.02500,G007667E46153N,20030799,20030999,   7.667280000,  46.152700000,11, 1,         0.036, 3134, 3258, 3182, 32.9,  37,   202, 0, 0, 0, 0, 9, 9,
RGI60-11.02501,G010477E46151N,20030799,20030999,  10.477200000,  46.151400000,11, 1,         0.018, 2734, 2897, 2798, 35.4, 339,   141, 0, 0, 0, 0, 9, 9,
RGI60-11.02502,G007996E46155N,20030799,20030999,   7.995580000,  46.154700000,11, 1,         0.012, 3330, 3482, 3400, 42.7, 186,   146, 0, 0, 0, 0, 9, 9,
RGI60-11.02503,G010487E46149N,20030799,20030999,  10.487000000,  46.149000000,11, 1,         0.023, 2842, 3056, 2942, 43.9, 201,   215, 0, 0, 0, 0, 9, 9,
RGI60-11.02504,G007674E46148N,20030799,20030999,   7.673770000,  46.148000000,11, 1,         0.388, 2898, 3539, 3144, 28.0,  52,  1095, 0, 0, 0, 0, 9, 9,
RGI60-11.02505,G010594E46148N,20030799,20030999,  10.593700000,  46.147600000,11, 1,         0.014, 3147, 3254, 3202, 33.1, 120,   141, 0, 0, 0, 0, 9, 9,
RGI60-11.02506,G010855E46143N,20030799,20030999,  10.855100000,  46.142900000,11, 1,         0.026, 2600, 2702, 2659, 22.8, 356,   255, 0, 0, 0, 0, 9, 9,
RGI60-11.02507,G007721E46134N,20030799,20030999,   7.720560000,  46.134400000,11, 1,         5.749, 2576, 4063, 3161, 15.6, 336,  4614, 0, 0, 0, 0, 9, 9,
RGI60-11.02508,G010591E46146N,20030799,20030999,  10.591300000,  46.145800000,11, 1,         0.035, 3182, 3252, 3212, 22.1, 139,   125, 0, 0, 0, 0, 9, 9,
RGI60-11.02509,G007994E46151N,20030799,20030999,   7.993840000,  46.151200000,11, 1,         0.072, 3120, 3277, 3195, 20.9, 226,   416, 0, 0, 0, 0, 9, 9,
RGI60-11.02510,G006930E46138N,20030799,20030999,   6.929760000,  46.137500000,11, 1,         0.033, 1920, 2368, 2202, 59.4,  68,   304, 0, 0, 0, 0, 9, 9,
RGI60-11.02511,G010549E46145N,20030799,20030999,  10.549000000,  46.144700000,11, 1,         0.086, 3169, 3346, 3282, 29.8, 120,   309, 0, 0, 0, 0, 9, 9,
RGI60-11.02512,G008015E46145N,20030799,20030999,   8.015090000,  46.145300000,11, 1,         0.675, 2754, 3273, 3019, 29.2,  63,  1030, 0, 0, 0, 0, 9, 9,
RGI60-11.02513,G007887E46148N,20030799,20030999,   7.886790000,  46.148000000,11, 1,         0.126, 3174, 3523, 3342, 35.5, 347,   576, 0, 0, 0, 0, 9, 9,
RGI60-11.02514,G010489E46146N,20030799,20030999,  10.488900000,  46.145700000,11, 1,         0.030, 2850, 3025, 2970, 39.1, 268,   224, 0, 0, 0, 0, 9, 9,
RGI60-11.02515,G010599E46128N,20030799,20030999,  10.599300000,  46.128000000,11, 1,         4.728, 2615, 3356, 3049, 16.3,  62,  3062, 0, 0, 0, 0, 9, 9,
RGI60-11.02516,G006912E46134N,20030799,20030999,   6.911750000,  46.134200000,11, 1,         0.221, 2463, 2786, 2601, 27.4, 288,   799, 0, 0, 0, 0, 9, 9,
RGI60-11.02517,G006920E46134N,20030799,20030999,   6.920400000,  46.133800000,11, 1,         0.089, 2958, 3083, 3037, 23.1, 293,   255, 0, 0, 0, 0, 9, 9,
RGI60-11.02518,G007737E46145N,20030799,20030999,   7.736760000,  46.144900000,11, 1,         0.164, 3164, 3374, 3254, 21.4, 115,   542, 0, 0, 0, 0, 9, 9,
RGI60-11.02519,G006928E46132N,20030799,20030999,   6.928220000,  46.131800000,11, 1,         0.224, 2396, 2852, 2616, 39.2,  73,   581, 0, 0, 0, 0, 9, 9,
RGI60-11.02520,G007727E46145N,20030799,20030999,   7.727100000,  46.145300000,11, 1,         0.113, 2975, 3256, 3098, 22.6, 305,   662, 0, 0, 0, 0, 9, 9,
RGI60-11.02521,G007860E46148N,20030799,20030999,   7.859550000,  46.147600000,11, 1,         0.017, 2940, 3004, 2969, 20.4, 357,   152, 0, 0, 0, 0, 9, 9,
RGI60-11.02522,G007693E46144N,20030799,20030999,   7.692520000,  46.144400000,11, 1,         0.012, 2726, 2787, 2769, 21.8, 335,   103, 0, 0, 0, 0, 9, 9,
RGI60-11.02523,G010549E46140N,20030799,20030999,  10.549100000,  46.140300000,11, 1,         0.085, 3068, 3251, 3181, 21.9, 102,   361, 0, 0, 0, 0, 9, 9,
RGI60-11.02524,G010554E46141N,20030799,20030999,  10.554100000,  46.140900000,11, 1,         0.020, 2880, 2995, 2939, 26.2, 121,   236, 0, 0, 0, 0, 9, 9,
RGI60-11.02525,G006907E46129N,20030799,20030999,   6.907190000,  46.128900000,11, 1,         1.054, 2246, 3002, 2729, 25.8, 315,  1827, 0, 0, 0, 0, 9, 9,
RGI60-11.02526,G008001E46144N,20030799,20030999,   8.000780000,  46.143900000,11, 1,         0.410, 3101, 3463, 3280, 23.0, 274,   916, 0, 0, 0, 0, 9, 9,
RGI60-11.02527,G006890E46131N,20030799,20030999,   6.889920000,  46.130600000,11, 1,         0.063, 2087, 2308, 2186, 40.7, 351,   316, 0, 0, 0, 0, 9, 9,
RGI60-11.02528,G007887E46144N,20030799,20030999,   7.886560000,  46.144100000,11, 1,         0.022, 3485, 3557, 3527, 20.4,  71,   195, 0, 0, 0, 0, 9, 9,
RGI60-11.02529,G008029E46132N,20030799,20030999,   8.029320000,  46.132400000,11, 1,         1.870, 2489, 3421, 2866, 22.2,  23,  2848, 0, 0, 0, 0, 9, 9,
RGI60-11.02530,G006938E46130N,20030799,20030999,   6.938060000,  46.130100000,11, 1,         0.041, 1787, 2120, 1974, 58.2,  44,   195, 0, 0, 0, 0, 9, 9,
