RGIId,GLIMSId,BgnDate,EndDate,CenLon,CenLat,O1Region,O2Region,Area,Zmin,Zmax,Zmed,Slope,Aspect,Lmax,Status,Connect,Form,TermType,Surging,Linkages,Name
RGI60-07.01441,G012003E78891N,20090812,-9999999,  12.003000000,  78.891000000, 7, 1,         0.155,  212,  473,  302, 26.2,  49,   676, 0, 0, 0, 0, 0, 9,Midtre Lovenbreen
RGI60-07.01442,G011686E78883N,20090812,-9999999,  11.685800000,  78.883000000, 7, 1,         0.207,  317,  581,  420, 19.7, 309,   818, 0, 0, 0, 0, 0, 9,
RGI60-07.01443,G012383E78863N,20090812,-9999999,  12.383200000,  78.863100000, 7, 1,         0.430,  302,  668,  402, 21.5,   3,  1077, 0, 0, 0, 0, 0, 9,
RGI60-07.01444,G012402E78858N,20090812,-9999999,  12.401700000,  78.857800000, 7, 1,         0.341,  313,  575,  433, 19.5,  12,  1104, 0, 0, 0, 0, 0, 9,
RGI60-07.01445,G012566E78830N,20090812,-9999999,  12.565500000,  78.830100000, 7, 1,         1.026,  245,  795,  435, 16.2,  13,  2639, 0, 0, 0, 0, 0, 9,
RGI60-07.01446,G014208E78797N,20070901,-9999999,  14.207500000,  78.797300000, 7, 1,         0.740,  243,  871,  635, 21.6,  61,  1705, 0, 0, 0, 0, 0, 9,
RGI60-07.01447,G018842E78470N,20080901,-9999999,  18.842400000,  78.469800000, 7, 1,         0.330,  306,  443,  406, 10.2, 342,   687, 0, 0, 0, 0, 0, 9,
RGI60-07.01448,G018888E78469N,20080901,-9999999,  18.887800000,  78.469100000, 7, 1,         0.455,   96,  441,  252, 15.1,  65,  1620, 0, 0, 0, 0, 0, 9,
RGI60-07.01449,G020238E80058N,20080814,-9999999,  20.237500000,  80.058200000, 7, 1,       331.460,    0,  625,  470, 12.0, 292, 33431, 0, 0, 1, 0, 3, 0,Franklinbreen N
RGI60-07.01450,G013418E78316N,20070901,-9999999,  13.418200000,  78.316000000, 7, 1,        21.451,   66,  663,  301,  8.1, 181,  8077, 0, 0, 0, 0, 0, 9,Vetternbreen
RGI60-07.01451,G016728E78251N,20030712,-9999999,  16.727700000,  78.250800000, 7, 1,         3.228,  250,  859,  577, 13.5,  44,  4204, 0, 0, 0, 0, 1, 0,Duboisbreen
